Animal Type,Sex,Intake Condition,Intake Type,Intake_Month,Season,Age_Months,Color_Simple,is_adopted
CAT,Unknown,UNDER AGE/WEIGHT,STRAY,7,Summer,0.1,CALICO,0
CAT,Neutered,NORMAL,STRAY,7,Summer,3.0,ORG TABBY,1
DOG,Neutered,NORMAL,STRAY,12,Winter,145.7,BROWN,0
DOG,Male,INJURED  MILD,STRAY,10,Fall,24.4,GRAY,0
CAT,Male,UNDER AGE/WEIGHT,STRAY,10,Fall,1.0,BLACK,0
CAT,Neutered,UNDER AGE/WEIGHT,STRAY,10,Fall,1.0,ORANGE,1
CAT,Male,UNDER AGE/WEIGHT,STRAY,10,Fall,1.0,Other,0
CAT,Male,ILL MILD,STRAY,4,Spring,1.4,ORG TABBY,0
DOG,Female,NORMAL,STRAY,11,Fall,48.7,TAN,0
CAT,Neutered,ILL MODERATETE,STRAY,7,Summer,36.5,BRN TABBY,0
DOG,Neutered,INJURED  MODERATE,STRAY,10,Fall,36.5,BROWN,1
DOG,Neutered,NORMAL,STRAY,7,Summer,17.2,GRAY,1
CAT,Spayed,UNDER AGE/WEIGHT,STRAY,7,Summer,0.9,ORG TABBY,1
CAT,Neutered,UNDER AGE/WEIGHT,STRAY,7,Summer,0.9,ORG TABBY,0
CAT,Male,UNDER AGE/WEIGHT,STRAY,9,Fall,0.9,GRAY,0
DOG,Male,NORMAL,STRAY,12,Winter,121.7,BROWN,0
DOG,Female,NORMAL,STRAY,3,Spring,31.5,RED,0
DOG,Spayed,ILL MILD,OWNER SURRENDER,2,Winter,60.5,BLACK,0
DOG,Neutered,INJURED  MODERATE,OWNER SURRENDER,4,Spring,50.2,TRICOLOR,0
CAT,Female,INJURED  SEVERE,STRAY,11,Fall,36.5,BLACK,0
CAT,Female,UNDER AGE/WEIGHT,STRAY,11,Fall,0.8,BLACK,0
CAT,Neutered,UNDER AGE/WEIGHT,STRAY,11,Fall,0.6,BLACK,0
CAT,Female,UNDER AGE/WEIGHT,STRAY,7,Summer,2.0,BROWN,0
CAT,Female,INJURED  SEVERE,STRAY,6,Summer,97.4,BRN TABBY,0
DOG,Male,ILL MILD,STRAY,7,Summer,24.3,BROWN,1
DOG,Female,NORMAL,STRAY,4,Spring,4.0,BROWN,0
DOG,Female,NORMAL,STRAY,4,Spring,12.2,BROWN,0
DOG,Female,UNDER AGE/WEIGHT,STRAY,4,Spring,1.2,BROWN,0
DOG,Neutered,NORMAL,OWNER SURRENDER,7,Summer,158.0,BLACK,0
CAT,Neutered,UNDER AGE/WEIGHT,STRAY,8,Summer,0.7,WHITE,1
DOG,Male,NORMAL,OWNER SURRENDER,4,Spring,11.2,BLUE,0
CAT,Spayed,NORMAL,OWNER SURRENDER,1,Winter,60.9,BLACK,1
DOG,Female,NORMAL,STRAY,12,Winter,3.0,BLACK,0
DOG,Female,NORMAL,STRAY,12,Winter,3.0,WHITE,0
DOG,Neutered,I/I REPORT,STRAY,5,Spring,97.4,WHITE,0
CAT,Unknown,ILL MODERATETE,STRAY,7,Summer,2.0,BLACK,0
DOG,Male,NORMAL,STRAY,6,Summer,64.1,FAWN,0
DOG,Male,NORMAL,STRAY,2,Winter,24.4,TAN,0
DOG,Spayed,NORMAL,STRAY,6,Summer,48.7,RED,1
DOG,Neutered,NORMAL,OWNER SURRENDER,2,Winter,20.5,RED,1
DOG,Neutered,NORMAL,STRAY,8,Summer,4.0,BROWN,1
CAT,Spayed,NORMAL,STRAY,8,Summer,12.2,BLACK,0
CAT,Male,NORMAL,STRAY,8,Summer,1.0,BLACK,0
DOG,Neutered,NORMAL,STRAY,10,Fall,24.3,Other,1
CAT,Neutered,UNDER AGE/WEIGHT,STRAY,9,Fall,1.9,WHITE,1
DOG,Spayed,NORMAL,QUARANTINE,2,Winter,24.3,WHITE,1
CAT,Neutered,UNDER AGE/WEIGHT,STRAY,4,Spring,1.0,ORANGE,1
CAT,Spayed,UNDER AGE/WEIGHT,STRAY,4,Spring,1.0,CALICO,1
CAT,Male,UNDER AGE/WEIGHT,STRAY,4,Spring,1.0,BLACK,1
DOG,Male,UNDER AGE/WEIGHT,STRAY,4,Spring,-0.0,BLACK,0
DOG,Male,UNDER AGE/WEIGHT,STRAY,4,Spring,-0.0,BLACK,0
CAT,Neutered,I/I REPORT,STRAY,7,Summer,1.5,GRAY TABBY,1
CAT,Female,I/I REPORT,STRAY,7,Summer,1.5,GRAY,1
DOG,Male,NORMAL,OWNER SURRENDER,6,Summer,6.0,TRICOLOR,0
DOG,Neutered,NORMAL,STRAY,7,Summer,24.4,BLACK,1
CAT,Unknown,UNDER AGE/WEIGHT,STRAY,5,Spring,0.1,CREAM,0
DOG,Spayed,NORMAL,STRAY,9,Fall,5.9,BROWN,1
CAT,Unknown,INJURED  SEVERE,STRAY,7,Summer,36.5,GRAY TABBY,0
CAT,Male,NORMAL,STRAY,12,Winter,12.2,BRN TABBY,0
DOG,Female,NORMAL,CONFISCATE,4,Spring,15.2,WHITE,0
CAT,Spayed,NORMAL,OWNER SURRENDER,2,Winter,133.9,SEAL PT,0
CAT,Spayed,NORMAL,STRAY,4,Spring,2.0,GRAY TABBY,0
DOG,Female,NORMAL,STRAY,8,Summer,36.5,BROWN,0
CAT,Female,ILL MODERATETE,STRAY,3,Spring,12.2,Other,0
CAT,Female,ILL MODERATETE,STRAY,6,Summer,0.7,BRN TABBY,0
CAT,Female,UNDER AGE/WEIGHT,STRAY,8,Summer,1.2,ORG TABBY,0
CAT,Spayed,NORMAL,STRAY,6,Summer,3.1,BRN TABBY,1
CAT,Male,INJURED  MODERATE,STRAY,7,Summer,2.0,BRN TABBY,0
DOG,Male,NORMAL,OWNER SURRENDER,6,Summer,9.1,BROWN,0
CAT,Neutered,INJURED  MODERATE,OWNER SURRENDER,12,Winter,36.4,BLACK,1
CAT,Spayed,ILL MILD,STRAY,8,Summer,12.2,GRAY TABBY,0
CAT,Neutered,ILL MILD,STRAY,2,Winter,55.0,ORG TABBY,0
CAT,Neutered,ILL MILD,STRAY,2,Winter,60.4,BRN TABBY,0
CAT,Unknown,UNDER AGE/WEIGHT,STRAY,7,Summer,0.0,WHITE,0
DOG,Female,NORMAL,STRAY,5,Spring,36.5,GRAY,1
CAT,Female,NORMAL,STRAY,3,Spring,36.5,BRN TABBY,0
CAT,Male,NORMAL,STRAY,3,Spring,24.3,BLACK,0
CAT,Female,NORMAL,STRAY,3,Spring,36.5,BLACK,0
CAT,Male,UNDER AGE/WEIGHT,STRAY,3,Spring,0.0,BRN TABBY,0
CAT,Female,NORMAL,STRAY,10,Fall,5.1,BRN TABBY,0
CAT,Spayed,UNDER AGE/WEIGHT,STRAY,3,Spring,0.2,BRN TABBY,1
CAT,Spayed,UNDER AGE/WEIGHT,STRAY,3,Spring,0.2,BRN TABBY,0
CAT,Unknown,UNDER AGE/WEIGHT,STRAY,3,Spring,0.0,BRN TABBY,0
CAT,Spayed,NORMAL,STRAY,7,Summer,12.2,GRAY,0
CAT,Unknown,INJURED  SEVERE,STRAY,11,Fall,2.0,WHITE,0
DOG,Male,NORMAL,STRAY,6,Summer,24.4,BROWN,0
CAT,Unknown,ILL SEVERE,STRAY,10,Fall,2.0,ORG TABBY,0
CAT,Unknown,ILL SEVERE,STRAY,10,Fall,2.0,BRN TABBY,0
DOG,Neutered,NORMAL,QUARANTINE,7,Summer,97.4,Other,0
CAT,Unknown,UNDER AGE/WEIGHT,STRAY,6,Summer,0.1,BLACK,0
CAT,Female,UNDER AGE/WEIGHT,STRAY,8,Summer,2.0,CALICO,0
DOG,Female,NORMAL,STRAY,6,Summer,24.3,Other,0
DOG,Neutered,NORMAL,STRAY,6,Summer,48.7,TAN,0
DOG,Male,NORMAL,STRAY,7,Summer,36.5,WHITE,0
DOG,Female,NORMAL,OWNER SURRENDER,4,Spring,2.0,WHITE,0
DOG,Spayed,I/I REPORT,STRAY,5,Spring,187.3,BROWN,0
CAT,Female,INJURED  SEVERE,STRAY,6,Summer,12.2,BLACK,0
CAT,Male,NORMAL,STRAY,1,Winter,24.3,BLACK,0
CAT,Male,ILL MODERATETE,STRAY,6,Summer,3.1,ORANGE,0
CAT,Spayed,NORMAL,STRAY,1,Winter,36.5,TORTIE,0
CAT,Spayed,NORMAL,STRAY,8,Summer,6.2,GRAY,0
DOG,Neutered,NORMAL,STRAY,6,Summer,48.7,BROWN,1
DOG,Neutered,NORMAL,OWNER SURRENDER,1,Winter,35.2,WHITE,0
CAT,Spayed,ILL MILD,STRAY,6,Summer,1.9,ORG TABBY,0
CAT,Neutered,ILL MILD,STRAY,6,Summer,1.7,ORANGE,0
CAT,Neutered,ILL MILD,STRAY,6,Summer,1.9,ORANGE,0
CAT,Female,ILL MILD,OWNER SURRENDER,5,Spring,24.4,GRAY,0
CAT,Unknown,INJURED  SEVERE,STRAY,1,Winter,2.0,GRAY TABBY,0
DOG,Spayed,INJURED  SEVERE,STRAY,7,Summer,11.1,BROWN,1
CAT,Female,UNDER AGE/WEIGHT,STRAY,10,Fall,0.1,GRAY TABBY,0
CAT,Female,UNDER AGE/WEIGHT,STRAY,10,Fall,0.1,TORTIE,0
CAT,Female,ILL MILD,STRAY,9,Fall,0.6,CALICO,0
CAT,Neutered,INJURED  MILD,STRAY,11,Fall,2.0,BLACK,0
CAT,Male,ILL SEVERE,STRAY,12,Winter,24.4,BLACK,0
DOG,Spayed,ILL MODERATETE,STRAY,11,Fall,6.8,BLUE,1
CAT,Female,NORMAL,STRAY,11,Fall,1.3,BLACK,0
CAT,Unknown,NORMAL,STRAY,11,Fall,1.3,BRN TABBY,0
DOG,Neutered,NORMAL,RETURN,3,Spring,30.1,Other,0
DOG,Male,ILL MODERATETE,STRAY,1,Winter,1.0,WHITE,0
DOG,Spayed,NORMAL,STRAY,8,Summer,95.9,BROWN,0
CAT,Unknown,UNDER AGE/WEIGHT,STRAY,10,Fall,0.5,GRAY,0
DOG,Neutered,NORMAL,STRAY,11,Fall,38.6,TAN,0
DOG,Neutered,NORMAL,STRAY,8,Summer,24.4,TAN,0
DOG,Neutered,ILL MILD,STRAY,11,Fall,18.5,BROWN,1
DOG,Female,NORMAL,STRAY,9,Fall,36.5,WHITE,0
DOG,Female,ILL SEVERE,OWNER SURRENDER,4,Spring,48.6,BLACK,0
DOG,Male,NORMAL,OWNER SURRENDER,11,Fall,97.4,BLACK,0
CAT,Female,ILL MODERATETE,STRAY,9,Fall,1.5,GRAY,0
CAT,Female,NORMAL,STRAY,9,Fall,3.6,Other,0
CAT,Spayed,NORMAL,OWNER SURRENDER,4,Spring,73.1,TORTIE,0
CAT,Spayed,FERAL,STRAY,7,Summer,24.4,CALICO,0
DOG,Male,NORMAL,STRAY,9,Fall,12.2,BLACK,0
DOG,Male,I/I REPORT,STRAY,9,Fall,36.5,TAN,0
CAT,Female,INJURED  SEVERE,STRAY,2,Winter,2.0,BLACK,0
CAT,Female,UNDER AGE/WEIGHT,STRAY,10,Fall,1.0,BLACK,0
CAT,Female,UNDER AGE/WEIGHT,STRAY,10,Fall,1.0,BRN TABBY,0
CAT,Neutered,ILL MILD,OWNER SURRENDER,8,Summer,10.2,BLACK,1
DOG,Male,AGED,OWNER SURRENDER,12,Winter,133.9,BROWN,0
CAT,Spayed,UNDER AGE/WEIGHT,STRAY,9,Fall,1.5,GRAY,1
DOG,Female,NORMAL,STRAY,12,Winter,24.4,BLACK,0
CAT,Female,ILL SEVERE,STRAY,5,Spring,182.6,TAN,0
CAT,Neutered,INJURED  MILD,STRAY,3,Spring,24.4,BLACK,0
DOG,Male,INJURED  MILD,STRAY,7,Summer,36.5,BROWN,0
DOG,Neutered,NORMAL,CONFISCATE,10,Fall,15.3,BROWN,0
DOG,Male,NORMAL,STRAY,4,Spring,48.7,WHITE,0
CAT,Male,NORMAL,STRAY,10,Fall,2.5,BRN TABBY,0
CAT,Female,UNDER AGE/WEIGHT,STRAY,9,Fall,0.7,GRAY,0
CAT,Male,UNDER AGE/WEIGHT,STRAY,9,Fall,0.7,BLACK,0
CAT,Male,INJURED  SEVERE,STRAY,11,Fall,36.5,BLACK,0
DOG,Spayed,ILL MILD,OWNER SURRENDER,9,Fall,165.3,BLACK,1
CAT,Female,ILL MILD,STRAY,5,Spring,2.5,LYNX PT,1
DOG,Female,NORMAL,STRAY,5,Spring,24.3,BROWN,0
CAT,Female,NORMAL,STRAY,7,Summer,1.5,BLACK,0
CAT,Male,NORMAL,STRAY,7,Summer,1.5,BLACK,0
CAT,Male,NORMAL,STRAY,7,Summer,1.5,BLACK,0
CAT,Male,UNDER AGE/WEIGHT,STRAY,5,Spring,0.8,BLACK,1
CAT,Female,UNDER AGE/WEIGHT,STRAY,5,Spring,1.6,BLACK,0
CAT,Neutered,INJURED  MODERATE,OWNER SURRENDER,10,Fall,36.5,GRAY TABBY,0
CAT,Unknown,ILL SEVERE,STRAY,5,Spring,1.0,WHITE,0
CAT,Unknown,ILL SEVERE,STRAY,5,Spring,1.0,BLACK,0
CAT,Unknown,ILL SEVERE,STRAY,5,Spring,1.0,BRN TABBY,0
CAT,Neutered,FRACTIOUS,STRAY,3,Spring,0.4,BLACK,0
CAT,Unknown,UNDER AGE/WEIGHT,STRAY,11,Fall,2.0,TORTIE,0
CAT,Female,NORMAL,STRAY,12,Winter,1.0,GRAY,0
CAT,Female,NORMAL,STRAY,5,Spring,2.0,GRAY,1
DOG,Neutered,NORMAL,OWNER SURRENDER,1,Winter,60.9,BROWN,1
CAT,Male,INJURED  SEVERE,STRAY,4,Spring,121.8,GRAY,0
DOG,Male,NORMAL,WELFARE SEIZED,2,Winter,85.2,BLACK,0
CAT,Male,INJURED  MODERATE,STRAY,2,Winter,97.4,BLACK,0
CAT,Male,ILL MILD,STRAY,8,Summer,1.0,GRAY,0
CAT,Female,NORMAL,WELFARE SEIZED,7,Summer,8.1,BLACK,0
DOG,Male,NORMAL,OWNER SURRENDER,8,Summer,12.1,BROWN,0
CAT,Spayed,NORMAL,STRAY,3,Spring,24.4,BRN TABBY,1
DOG,Neutered,NORMAL,OWNER SURRENDER,4,Spring,54.4,TAN,1
DOG,Spayed,NORMAL,OWNER SURRENDER,5,Spring,36.6,WHITE,0
DOG,Neutered,NORMAL,STRAY,9,Fall,5.1,BROWN,1
CAT,Female,INJURED  MODERATE,STRAY,9,Fall,24.4,BLACK,0
CAT,Spayed,NORMAL,STRAY,8,Summer,36.5,Other,1
DOG,Neutered,WELFARE SEIZURES,WELFARE SEIZED,8,Summer,121.2,TRICOLOR,0
DOG,Female,NORMAL,CONFISCATE,6,Summer,10.1,WHITE,0
CAT,Female,NORMAL,OWNER SURRENDER,1,Winter,24.3,BRN TABBY,0
CAT,Unknown,UNDER AGE/WEIGHT,STRAY,8,Summer,1.0,BRN TABBY,0
CAT,Female,UNDER AGE/WEIGHT,STRAY,5,Spring,2.6,GRAY TABBY,0
CAT,Spayed,NORMAL,STRAY,1,Winter,5.2,BRN TABBY,0
DOG,Spayed,I/I REPORT,QUARANTINE,4,Spring,60.9,WHITE,0
CAT,Spayed,NORMAL,OWNER SURRENDER,6,Summer,36.5,GRAY,1
CAT,Spayed,NORMAL,OWNER SURRENDER,6,Summer,36.5,GRAY,1
CAT,Spayed,NORMAL,OWNER SURRENDER,6,Summer,36.5,BRN TABBY,1
DOG,Spayed,FRACTIOUS,STRAY,12,Winter,16.9,BLACK,1
CAT,Neutered,FRACTIOUS,STRAY,5,Spring,36.5,BLACK,0
CAT,Female,UNDER AGE/WEIGHT,STRAY,5,Spring,0.9,BRN TABBY,0
CAT,Female,UNDER AGE/WEIGHT,STRAY,5,Spring,0.9,BRN TABBY,0
CAT,Male,UNDER AGE/WEIGHT,STRAY,5,Spring,0.9,BRN TABBY,0
CAT,Neutered,FRACTIOUS,STRAY,8,Summer,48.7,BLACK,0
CAT,Neutered,NORMAL,STRAY,8,Summer,60.9,BLACK,0
CAT,Spayed,NORMAL,STRAY,8,Summer,24.3,BRN TABBY,0
CAT,Spayed,NORMAL,STRAY,9,Fall,36.5,BRN TABBY,0
CAT,Neutered,UNDER AGE/WEIGHT,STRAY,9,Fall,2.0,BRN TABBY,0
CAT,Male,UNDER AGE/WEIGHT,STRAY,6,Summer,0.1,BRN TABBY,0
CAT,Female,UNDER AGE/WEIGHT,STRAY,6,Summer,0.1,BLACK,0
DOG,Neutered,NORMAL,STRAY,12,Winter,24.3,BROWN,1
CAT,Neutered,ILL MILD,STRAY,6,Summer,109.6,ORG TABBY,0
DOG,Male,NORMAL,STRAY,1,Winter,24.4,Other,0
DOG,Spayed,NORMAL,QUARANTINE,8,Summer,87.4,BLACK,0
DOG,Spayed,NORMAL,CONFISCATE,2,Winter,88.3,BROWN,0
DOG,Neutered,NORMAL,STRAY,1,Winter,36.5,BLACK,1
DOG,Spayed,UNDER AGE/WEIGHT,STRAY,12,Winter,10.0,WHITE,0
DOG,Female,NORMAL,STRAY,1,Winter,24.4,BLACK,0
DOG,Male,NORMAL,STRAY,1,Winter,105.1,WHITE,0
DOG,Male,NORMAL,STRAY,8,Summer,9.1,BROWN,0
DOG,Male,INJURED  SEVERE,STRAY,9,Fall,97.4,WHITE,0
DOG,Spayed,NORMAL,STRAY,12,Winter,97.9,BLACK,0
DOG,Female,NORMAL,STRAY,7,Summer,7.0,WHITE,0
DOG,Female,NORMAL,STRAY,9,Fall,2.1,TAN,0
CAT,Unknown,UNDER AGE/WEIGHT,STRAY,4,Spring,0.7,BRN TABBY,0
DOG,Male,NORMAL,STRAY,5,Spring,12.2,TAN,0
DOG,Male,NORMAL,OWNER SURRENDER,2,Winter,85.2,TAN,0
DOG,Female,INJURED  MODERATE,STRAY,1,Winter,158.1,WHITE,0
CAT,Unknown,UNDER AGE/WEIGHT,STRAY,9,Fall,0.2,TORTIE DIL,0
CAT,Unknown,UNDER AGE/WEIGHT,STRAY,9,Fall,0.2,ORANGE,0
CAT,Spayed,NORMAL,STRAY,9,Fall,36.5,BRN TABBY,0
DOG,Male,NORMAL,WELFARE SEIZED,1,Winter,4.0,BLACK,0
CAT,Spayed,ILL MILD,STRAY,8,Summer,2.0,GRAY TABBY,0
CAT,Neutered,ILL MILD,STRAY,8,Summer,2.0,Other,0
CAT,Male,UNDER AGE/WEIGHT,STRAY,11,Fall,1.0,SEAL PT,0
CAT,Male,UNDER AGE/WEIGHT,STRAY,10,Fall,0.5,BRN TABBY,0
CAT,Male,UNDER AGE/WEIGHT,STRAY,10,Fall,0.5,GRAY TABBY,0
CAT,Male,UNDER AGE/WEIGHT,STRAY,3,Spring,0.9,BRN TABBY,0
CAT,Male,UNDER AGE/WEIGHT,STRAY,3,Spring,0.9,GRAY TABBY,0
CAT,Neutered,NORMAL,STRAY,5,Spring,2.0,BLACK,1
CAT,Male,UNDER AGE/WEIGHT,STRAY,5,Spring,1.3,BLACK,0
CAT,Unknown,UNDER AGE/WEIGHT,STRAY,8,Summer,0.0,BLACK,0
DOG,Female,NORMAL,CONFISCATE,4,Spring,97.4,Other,0
DOG,Female,NORMAL,CONFISCATE,4,Spring,24.3,WHITE,0
DOG,Female,NORMAL,CONFISCATE,4,Spring,24.3,TAN,0
CAT,Spayed,NORMAL,OWNER SURRENDER,4,Spring,12.2,WHITE,1
CAT,Female,NORMAL,CONFISCATE,4,Spring,0.5,GRAY,0
CAT,Spayed,ILL MILD,STRAY,11,Fall,3.1,GRAY TABBY,1
CAT,Spayed,NORMAL,OWNER SURRENDER,5,Spring,2.0,BLACK,1
CAT,Spayed,INJURED  SEVERE,STRAY,7,Summer,4.1,BLACK,0
DOG,Spayed,NORMAL,OWNER SURRENDER,6,Summer,6.8,BLACK,1
CAT,Female,UNDER AGE/WEIGHT,STRAY,8,Summer,1.0,WHITE,0
CAT,Male,UNDER AGE/WEIGHT,STRAY,8,Summer,1.0,WHITE,0
CAT,Neutered,ILL MODERATETE,STRAY,11,Fall,24.3,ORG TABBY,1
CAT,Unknown,UNDER AGE/WEIGHT,STRAY,7,Summer,0.1,BRN TABBY,0
CAT,Male,INJURED  SEVERE,STRAY,6,Summer,1.5,Other,0
CAT,Neutered,NORMAL,STRAY,2,Winter,1.5,BLACK,0
DOG,Male,NORMAL,STRAY,10,Fall,121.8,BLACK,0
CAT,Male,UNDER AGE/WEIGHT,STRAY,8,Summer,0.7,BRN TABBY,0
CAT,Neutered,ILL SEVERE,STRAY,4,Spring,95.5,WHITE,0
CAT,Male,NORMAL,STRAY,3,Spring,2.0,BRN TABBY,0
CAT,Male,INJURED  MODERATE,STRAY,3,Spring,36.5,BRN TABBY,0
CAT,Neutered,UNDER AGE/WEIGHT,STRAY,8,Summer,1.0,WHITE,1
CAT,Neutered,ILL MILD,STRAY,6,Summer,72.9,BLACK,0
DOG,Neutered,NORMAL,STRAY,7,Summer,9.1,BROWN,1
DOG,Neutered,NORMAL,STRAY,9,Fall,36.5,WHITE,1
CAT,Female,ILL MILD,STRAY,6,Summer,2.0,GRAY,1
DOG,Female,NORMAL,STRAY,3,Spring,36.5,BROWN,0
CAT,Male,UNDER AGE/WEIGHT,STRAY,8,Summer,0.7,ORG TABBY,0
CAT,Female,UNDER AGE/WEIGHT,STRAY,8,Summer,0.7,TORTIE DIL,0
DOG,Neutered,NORMAL,STRAY,5,Spring,12.2,BLACK,1
DOG,Spayed,I/I REPORT,STRAY,12,Winter,9.2,Other,1
DOG,Neutered,NORMAL,STRAY,7,Summer,91.4,BLACK,0
CAT,Spayed,NORMAL,RETURN,8,Summer,4.7,BLACK,0
CAT,Neutered,NORMAL,RETURN,8,Summer,4.7,GRAY TABBY,0
DOG,Female,NORMAL,SAFE KEEP,9,Fall,49.5,WHITE,0
DOG,Spayed,INJURED  MILD,STRAY,6,Summer,48.6,BROWN,1
DOG,Female,NORMAL,CONFISCATE,1,Winter,5.1,BLACK,0
DOG,Male,WELFARE SEIZURES,CONFISCATE,6,Summer,48.7,WHITE,0
DOG,Male,INJURED  SEVERE,STRAY,4,Spring,10.1,BLACK,0
DOG,Neutered,NORMAL,STRAY,5,Spring,48.7,BLACK,1
DOG,Neutered,NORMAL,STRAY,7,Summer,4.7,BLACK,1
CAT,Male,INJURED  MODERATE,STRAY,9,Fall,146.1,BROWN,0
CAT,Female,ILL MODERATETE,STRAY,7,Summer,1.0,WHITE,0
CAT,Male,ILL MODERATETE,STRAY,7,Summer,1.0,WHITE,0
CAT,Spayed,I/I REPORT,STRAY,8,Summer,1.3,CALICO,0
CAT,Neutered,I/I REPORT,STRAY,8,Summer,1.3,WHITE,0
DOG,Female,UNDER AGE/WEIGHT,STRAY,8,Summer,24.3,GRAY,0
DOG,Neutered,NORMAL,STRAY,4,Spring,24.3,BR BRINDLE,1
DOG,Female,NORMAL,STRAY,12,Winter,24.3,BROWN,0
CAT,Female,ILL SEVERE,STRAY,7,Summer,12.2,TORTIE,0
DOG,Spayed,NORMAL,STRAY,2,Winter,24.4,WHITE,1
DOG,Neutered,NORMAL,STRAY,8,Summer,133.9,WHITE,0
CAT,Unknown,INJURED  MODERATE,STRAY,11,Fall,6.1,BLACK,0
DOG,Female,ILL MILD,OWNER SURRENDER,2,Winter,121.7,WHITE,0
DOG,Male,NORMAL,STRAY,10,Fall,3.1,BLACK,0
CAT,Unknown,UNDER AGE/WEIGHT,STRAY,3,Spring,1.2,ORG TABBY,0
CAT,Neutered,UNDER AGE/WEIGHT,STRAY,3,Spring,1.2,BLACK,0
CAT,Male,UNDER AGE/WEIGHT,STRAY,12,Winter,1.2,WHITE,0
CAT,Unknown,UNDER AGE/WEIGHT,STRAY,8,Summer,0.1,WHITE,0
CAT,Male,INJURED  MODERATE,STRAY,5,Spring,60.9,BRN TABBY,0
CAT,Male,UNDER AGE/WEIGHT,STRAY,5,Spring,1.0,BLACK,0
CAT,Male,UNDER AGE/WEIGHT,STRAY,5,Spring,1.0,ORANGE,0
DOG,Male,NORMAL,STRAY,8,Summer,24.4,TRICOLOR,0
CAT,Female,UNDER AGE/WEIGHT,STRAY,10,Fall,1.5,TORTIE,0
CAT,Female,UNDER AGE/WEIGHT,STRAY,10,Fall,1.5,TORTIE,0
CAT,Male,UNDER AGE/WEIGHT,STRAY,10,Fall,1.5,BLACK,0
CAT,Spayed,FRACTIOUS,STRAY,5,Spring,24.3,WHITE,0
CAT,Female,NORMAL,STRAY,12,Winter,24.3,GRAY,0
CAT,Female,NORMAL,STRAY,12,Winter,1.5,BLACK,0
CAT,Spayed,I/I REPORT,WELFARE SEIZED,2,Winter,60.6,GRAY TABBY,1
CAT,Female,I/I REPORT,WELFARE SEIZED,2,Winter,1.3,BRN TABBY,0
CAT,Female,I/I REPORT,WELFARE SEIZED,2,Winter,1.3,BRN TABBY,0
CAT,Neutered,UNDER AGE/WEIGHT,STRAY,7,Summer,0.6,ORG TABBY,0
CAT,Neutered,UNDER AGE/WEIGHT,STRAY,7,Summer,0.6,ORG TABBY,0
DOG,Spayed,NORMAL,STRAY,11,Fall,2.0,TRICOLOR,1
CAT,Female,ILL MILD,STRAY,7,Summer,1.0,Other,0
CAT,Male,NORMAL,STRAY,7,Summer,157.7,BRN TABBY,0
CAT,Spayed,NORMAL,STRAY,6,Summer,24.3,WHITE,1
CAT,Female,INJURED  MODERATE,STRAY,9,Fall,6.1,GRAY,0
CAT,Male,UNDER AGE/WEIGHT,STRAY,6,Summer,1.0,BLACK,0
DOG,Neutered,NORMAL,STRAY,5,Spring,12.2,WHITE,1
DOG,Spayed,I/I REPORT,STRAY,5,Spring,36.4,BROWN,1
CAT,Spayed,NORMAL,OWNER SURRENDER,1,Winter,85.2,CALICO,1
CAT,Neutered,FERAL,STRAY,4,Spring,48.7,BRN TABBY,0
CAT,Unknown,UNDER AGE/WEIGHT,STRAY,6,Summer,0.0,GRAY,0
DOG,Male,NORMAL,STRAY,4,Spring,12.2,WHITE,0
DOG,Spayed,NORMAL,OWNER SURRENDER,9,Fall,9.1,WHITE,1
CAT,Female,ILL MILD,STRAY,9,Fall,121.8,BLACK,0
DOG,Spayed,NORMAL,STRAY,12,Winter,3.0,WHITE,1
CAT,Unknown,UNDER AGE/WEIGHT,STRAY,5,Spring,0.8,BLACK,0
CAT,Male,UNDER AGE/WEIGHT,STRAY,6,Summer,2.0,BLACK,0
DOG,Neutered,NORMAL,STRAY,6,Summer,48.7,WHITE,1
DOG,Male,UNDER AGE/WEIGHT,STRAY,12,Winter,1.6,BROWN,0
DOG,Neutered,NORMAL,OWNER SURRENDER,2,Winter,12.7,BLACK,0
CAT,Female,INJURED  SEVERE,STRAY,4,Spring,36.5,BLACK,0
CAT,Female,UNDER AGE/WEIGHT,STRAY,4,Spring,0.2,BRN TABBY,0
CAT,Unknown,INJURED  SEVERE,STRAY,5,Spring,2.0,BLACK,0
DOG,Female,NORMAL,STRAY,9,Fall,5.1,RED,0
CAT,Female,ILL MODERATETE,STRAY,9,Fall,36.5,BLACK,0
CAT,Unknown,UNDER AGE/WEIGHT,STRAY,10,Fall,0.0,BLACK,0
CAT,Unknown,UNDER AGE/WEIGHT,STRAY,10,Fall,0.0,WHITE,0
CAT,Unknown,UNDER AGE/WEIGHT,STRAY,10,Fall,0.0,BLACK,0
CAT,Spayed,UNDER AGE/WEIGHT,STRAY,4,Spring,0.4,CALICO,0
CAT,Neutered,ILL MILD,STRAY,5,Spring,4.8,WHITE,0
DOG,Neutered,NORMAL,STRAY,1,Winter,12.1,BLACK,1
CAT,Spayed,NORMAL,QUARANTINE,1,Winter,24.3,GRAY TABBY,1
CAT,Neutered,NORMAL,OWNER SURRENDER,1,Winter,109.6,WHITE,1
CAT,Female,UNDER AGE/WEIGHT,STRAY,8,Summer,0.5,WHITE,0
CAT,Female,UNDER AGE/WEIGHT,STRAY,8,Summer,0.7,ORG TABBY,0
DOG,Spayed,INJURED  MODERATE,STRAY,12,Winter,60.9,BR BRINDLE,0
